제목,카테고리,hex1,hex2,hex3,hex4,hex5,hex1rate,hex2rate,hex3rate,hex4rate,hex5rate,file_path
진한 맛 룸셰어,드라마,#96d1f2,#f7efe7,#7f7980,#dac0ad,#423b3d,0.5361200944767441,0.2592423691860465,0.10754632994186046,0.07750181686046512,0.01958938953488372,진한 맛 룸셰어.jpg
집행자,드라마,#221b1a,#e88e53,#f8ce82,#704336,#fbf7e6,0.32323582848837207,0.21711300872093023,0.18335210755813955,0.16850199854651163,0.10779705668604651,집행자.jpg
징벌소녀,드라마,#f9ecef,#9577a4,#bbb6d5,#674571,#f10b94,0.3852371002906977,0.25249273255813953,0.19800417877906976,0.11754087936046512,0.04672510901162791,징벌소녀.jpg
짝사랑 동아리,드라마,#c37e85,#e7b6b8,#865159,#fbe6e7,#1e0f11,0.2998083212209302,0.2627698037790698,0.23016805959302325,0.11422420058139535,0.09302961482558139,짝사랑 동아리.jpg
청년사업가 김대중,드라마,#0c0907,#a97252,#4e464b,#f8efd1,#cbb7a5,0.35051326308139535,0.19125908430232558,0.1761437136627907,0.17228288517441862,0.10980105377906976,청년사업가 김대중.jpg
체스와 잭,드라마,#57355b,#f3e8d2,#8c5677,#b19e9d,#dcc9b4,0.29958575581395347,0.20704941860465118,0.18193404796511628,0.16609829215116279,0.1453324854651163,체스와 잭.jpg
최후의 만찬,드라마,#aeb9bb,#d5d9d7,#81888c,#030304,#2f3538,0.4001571584302326,0.2835583212209302,0.12723837209302324,0.1202797965116279,0.06876635174418605,최후의 만찬.jpg
친구남친,드라마,#f7f2f2,#f5df96,#2d211f,#c2a980,#87573f,0.23403706395348836,0.2289434956395349,0.2248828125,0.16815952034883722,0.14397710755813953,친구남친.jpg
카니발,드라마,#fdfcfa,#1a1718,#443f42,#81635a,#aaaca0,0.3721575218023256,0.19967478197674418,0.1722111191860465,0.15666515261627906,0.09929142441860465,카니발.jpg
카레센,드라마,#fefbf2,#e1a7a3,#efddc9,#b66f52,#4d5165,0.5021075581395349,0.21608648255813953,0.16555141715116278,0.07442678052325581,0.041827761627906974,카레센.jpg
카페 앵커리지,드라마,#dcf4fb,#14071c,#e5b691,#68d6f0,#424657,0.6030886627906977,0.10987281976744186,0.10444858284883721,0.10322220203488372,0.07936773255813953,카페 앵커리지.jpg
코네티컷 영기,드라마,#e1e3e4,#5469c8,#89acdd,#9f928d,#46445a,0.39123546511627905,0.18854106104651164,0.17367278343023257,0.12661791424418606,0.1199327761627907,코네티컷 영기.jpg
클로저 이상용,드라마,#c9c8bd,#050405,#2c3254,#fdfdfd,#a78d7c,0.5578806322674419,0.14261809593023256,0.13439771075581394,0.11110101744186046,0.05400254360465116,클로저 이상용.jpg
타임캡슐,드라마,#feffff,#daded2,#92979a,#465769,#211816,0.9221220930232558,0.0371484375,0.017165697674418605,0.014668422965116279,0.008895348837209303,타임캡슐.jpg
탐욕스러운 여자,드라마,#c7aba1,#f3e3d3,#957573,#5d464a,#dd313c,0.2803034156976744,0.2644749273255814,0.21222747093023256,0.16620821220930232,0.07678597383720931,탐욕스러운 여자.jpg
트라우마 스위치,드라마,#83393b,#fddfd1,#201312,#e1b5a7,#b0705e,0.43553688226744186,0.20107558139534884,0.17508993459302324,0.10250363372093023,0.08579396802325581,트라우마 스위치.jpg
트위너,드라마,#0f0c10,#98867a,#35263c,#eeedec,#ccbab3,0.2101344476744186,0.2099046148255814,0.20966478924418605,0.20247547238372093,0.167820675872093,트위너.jpg
파라노이드 안드로이드,드라마,#030303,#6f7371,#a0a49f,#f4ee71,#fafaf7,0.32528161337209305,0.28416061046511626,0.19216751453488373,0.12199037063953488,0.07639989098837209,파라노이드 안드로이드.jpg
패왕에게 비서가 필요한 이유,드라마,#332048,#d7def1,#3d519e,#8f96cb,#8b4776,0.26638353924418606,0.2213608284883721,0.19195130813953487,0.18117732558139535,0.13912699854651162,패왕에게 비서가 필요한 이유.jpg
페이퍼컷,드라마,#1a1613,#dfc7b6,#524e56,#f9ede6,#a28d83,0.5235437863372093,0.2030314316860465,0.13502997819767443,0.07261355377906976,0.06578125,페이퍼컷.jpg
편의점 샛별이,드라마,#faede5,#c4b591,#572831,#e5dcb3,#a8756a,0.3161173691860465,0.20992641715116278,0.18952852470930232,0.18451217296511627,0.09991551598837209,편의점 샛별이.jpg
평범해지고 싶어,드라마,#f2f8fa,#cac1bf,#647688,#96d3f3,#3b2d34,0.3896148255813954,0.24343204941860466,0.1787281976744186,0.11518259447674419,0.07304233284883721,평범해지고 싶어.jpg
포롱포롱,드라마,#241f1d,#bebde5,#fceddd,#f1a3ab,#947f70,0.3774209665697674,0.34497093023255815,0.11573219476744186,0.09774981831395349,0.06412609011627907,포롱포롱.jpg
폭군의 딸로 살아남기,드라마,#f6eaee,#904e43,#513a35,#e1c2b2,#a5847a,0.30365098110465116,0.19159883720930232,0.1821121002906977,0.16787245639534884,0.154765625,폭군의 딸로 살아남기.jpg
필부필부,드라마,#aa91c2,#312249,#f0e1e8,#55519e,#9d466e,0.27144077034883723,0.21117914244186045,0.20688045058139534,0.1987200218023256,0.1117796148255814,필부필부.jpg
한잔합시다,드라마,#fbfdfc,#55403f,#f4d9ba,#e9ae91,#7ba677,0.5825690406976745,0.15192768895348838,0.12006994912790697,0.09777616279069767,0.047657158430232556,한잔합시다.jpg
할아버지랑 손자랑,드라마,#fdfcfa,#c9a68b,#f2dbc5,#956a50,#482c1f,0.4495512354651163,0.1793404796511628,0.17788971656976743,0.11493822674418605,0.07828034156976744,할아버지랑 손자랑.jpg
향수고에서 생긴 일,드라마,#010101,#f6efea,#6b854f,#3a4c2a,#760102,0.7249273255813954,0.08425236191860465,0.08150799418604651,0.06014807412790698,0.049164244186046514,향수고에서 생긴 일.jpg
헤어져도 될까요,드라마,#fefefd,#f6b2b2,#ced4e1,#a38074,#473c3b,0.710436046511628,0.1562690770348837,0.06579578488372093,0.03959938226744186,0.027899709302325583,헤어져도 될까요.jpg
현을켜다,드라마,#fcf6f2,#eecec9,#dd8993,#8a5551,#271716,0.39962118459302326,0.23913971656976743,0.1935265261627907,0.09606377180232559,0.07164880087209302,현을켜다.jpg
"형수님, 나를 애인으로 삼아줘요",드라마,#080a10,#fae2d3,#837776,#b79e9a,#494245,0.3164807412790698,0.2768250363372093,0.15826489825581394,0.14110737645348836,0.1073219476744186,"형수님, 나를 애인으로 삼아줘요.jpg"
황비의 향낭,드라마,#f6ecec,#c5b9ba,#95878a,#645b5e,#4a2425,0.35011173691860464,0.29069949127906974,0.14397438226744186,0.1388717296511628,0.07634265988372094,황비의 향낭.jpg
황혼의 제국,드라마,#543a30,#846652,#b69b7e,#19120f,#ede0d6,0.2606386264534884,0.24907885174418604,0.2393577398255814,0.22229196947674418,0.0286328125,황혼의 제국.jpg
회장집 둘째 며느리,드라마,#ffffff,#c27385,#f4e9ea,#884266,#e3b2c0,0.6916378997093023,0.14190134447674418,0.08483739098837209,0.04498455668604651,0.036638808139534886,회장집 둘째 며느리.jpg
흑백무상,드라마,#151a22,#3c414a,#f0e7df,#6a7474,#9fa4a1,0.29720566860465114,0.27946493459302324,0.16430505087209302,0.13338390261627908,0.1256404433139535,흑백무상.jpg
"17세, 오늘부터 동거 시작합니다!",순정,#f9ebce,#ab8993,#3c2722,#84646c,#e2d682,0.4272202034883721,0.19023164970930231,0.13772347383720931,0.13202761627906975,0.11279705668604652,"17세, 오늘부터 동거 시작합니다!.jpg"
"28살, 5명의 남자와 연애시작!",순정,#f7f2f6,#fbdce5,#c2a8a5,#856863,#c92850,0.4702906976744186,0.4011609738372093,0.0758766351744186,0.031125545058139536,0.021546148255813954,"28살, 5명의 남자와 연애시작!.jpg"
Sugar Sugar Honey(슈가 슈가 허니),순정,#f9f9f6,#f4d7c7,#e1ae89,#7e644e,#f79832,0.4745884811046512,0.21729651162790697,0.11144803779069767,0.110703125,0.08596384447674418,Sugar Sugar Honey(슈가 슈가 허니).jpg
_밤_을 찾아서,순정,#fcece1,#412c79,#cda999,#956462,#6af7e1,0.4292151162790698,0.32046148255813955,0.13073764534883722,0.09616642441860465,0.02341933139534884,_밤_을 찾아서.jpg
가시성의 왕자님,순정,#edc5c0,#faf0e5,#141e43,#6c5c76,#b69996,0.49980196220930234,0.1517923328488372,0.14983012354651162,0.12085574127906977,0.07771984011627907,가시성의 왕자님.jpg
갖고 싶은 너,순정,#322f3c,#fef8ef,#85525c,#fad1d1,#d6868f,0.3387127543604651,0.2164734738372093,0.18819494912790696,0.1696157340116279,0.0870030886627907,갖고 싶은 너.jpg
걔네들 분명 했을걸,순정,#3a1d21,#daaaa3,#77454b,#bd7a7a,#fbf7f0,0.3040061773255814,0.19888717296511627,0.19502271075581395,0.1907203851744186,0.11136355377906977,걔네들 분명 했을걸.jpg
거만한 도련님과 계약 결혼,순정,#f8e5e1,#dec0bf,#634649,#8f6d70,#b59a9a,0.40965297965116276,0.2283611918604651,0.1425672238372093,0.11308502906976745,0.10633357558139535,거만한 도련님과 계약 결혼.jpg
검의 황비,순정,#f9eeee,#9c7582,#6b4a58,#cfa6b3,#33293e,0.37229742005813954,0.20121275436046512,0.17602470930232558,0.16260265261627907,0.0878624636627907,검의 황비.jpg
"결혼, 사냥하고 쟁취하라",순정,#fd1120,#eeddd0,#d1a49c,#3e3426,#846f65,0.4583075944767442,0.20451489825581395,0.15184138808139536,0.1200826671511628,0.06525345203488372,"결혼, 사냥하고 쟁취하라.jpg"
결혼부터 시작할까요,순정,#f7e7e9,#eeb4ad,#9b7e8a,#b8bed5,#5e4753,0.37397529069767443,0.2294940043604651,0.16555050872093025,0.13121729651162792,0.09976289970930233,결혼부터 시작할까요.jpg
경국지색 - 여왕의 야망,순정,#302528,#e4dfdc,#b9a7a2,#664e41,#8b7f7c,0.44799872819767445,0.18275436046511628,0.14515443313953488,0.12907430959302327,0.09501816860465116,경국지색 - 여왕의 야망.jpg
계약 남편에게 끌리는 이유,순정,#e9eaf5,#623347,#7c718a,#d6afbb,#c7747f,0.3345012718023256,0.22283884447674418,0.19402888808139535,0.13084302325581396,0.11778797238372093,계약 남편에게 끌리는 이유.jpg
공작님의 곰인형,순정,#eaebe8,#3d2e2e,#d3bca6,#af564e,#70868d,0.3198873546511628,0.2510646802325581,0.16202761627906978,0.1365515988372093,0.13046875,공작님의 곰인형.jpg
교녀독비,순정,#fdf2eb,#f1c7bc,#2b1c1e,#a78b7f,#5a4f5a,0.3996720566860465,0.23018986191860466,0.12954578488372093,0.1256531613372093,0.1149391351744186,교녀독비.jpg
국보급 미남이 나를 익애합니다,순정,#fdf2ee,#f2d0cc,#ccafae,#9c7f7d,#635358,0.4132876090116279,0.23427779796511627,0.16157158430232557,0.12084029796511628,0.07002271075581395,국보급 미남이 나를 익애합니다.jpg
궁 안에 살다,순정,#7d6a58,#dae4e8,#baa48b,#45372e,#d55640,0.27657794331395347,0.19954305959302326,0.1959375,0.16734556686046512,0.16059593023255814,궁 안에 살다.jpg
귀신 상사를 두근거리게 하고 싶어,순정,#6f6977,#fdeceb,#594357,#f0c1c2,#b06575,0.32019349563953486,0.29979106104651165,0.17927143895348838,0.11067132994186046,0.09007267441860466,귀신 상사를 두근거리게 하고 싶어.jpg
귀신을 보는 왕비,순정,#fdf3f3,#f6cece,#73595c,#44333b,#af979f,0.3595421511627907,0.2552361918604651,0.1574545784883721,0.15043241279069766,0.07733466569767442,귀신을 보는 왕비.jpg
귀여운 그녀,순정,#faf2eb,#e5cdc1,#59484c,#c49e97,#956a6b,0.35308866279069767,0.2429015261627907,0.13901980377906978,0.1387263808139535,0.12626362645348838,귀여운 그녀.jpg
그 남자의 계략,순정,#ede0dd,#9e695a,#c1a985,#0b090b,#45363d,0.3486037427325581,0.18328034156976744,0.1693577398255814,0.15657703488372093,0.1421811409883721,그 남자의 계략.jpg
그 놈을 건드려 버렸다!,순정,#e3c9c2,#f6ebe9,#c3a59d,#906e6f,#533a43,0.315929324127907,0.26660337936046513,0.1752325581395349,0.1369749273255814,0.10525981104651162,그 놈을 건드려 버렸다!.jpg
"그녀, 비밀의 군주",순정,#fbf5f2,#f0dbcb,#e6c596,#ba9673,#794639,0.41190679505813954,0.26519803779069767,0.22127997819767442,0.07907430959302325,0.022540879360465116,"그녀, 비밀의 군주.jpg"
그녀는 실시간 검색어 1위,순정,#f6f5f5,#d8d1ce,#3f463f,#121412,#938783,0.3793777252906977,0.23837845203488373,0.1506140988372093,0.1424845566860465,0.08914516715116279,그녀는 실시간 검색어 1위.jpg
그를 조심하세영!,순정,#f4eeec,#2f2228,#5d505b,#d2b6a2,#897f89,0.31221929505813956,0.1800236191860465,0.18000999273255813,0.17259175145348837,0.15515534156976743,그를 조심하세영!.jpg
그와 키스까지 앞으로 XX일,순정,#fbf7ec,#f6bfac,#745960,#af858c,#3a2a2f,0.34912427325581397,0.26159974563953486,0.15625908430232557,0.13704578488372093,0.09597111191860465,그와 키스까지 앞으로 XX일.jpg
극상 야쿠자와 계약 결혼,순정,#1e1518,#faf4f5,#e1bfb6,#683e3b,#ad7f73,0.38442132994186046,0.22040425145348838,0.17037245639534884,0.13093386627906978,0.09386809593023256,극상 야쿠자와 계약 결혼.jpg
까마귀 우는 밤,순정,#222c2e,#faeddf,#5f5d5c,#8a9498,#d0bab5,0.2710919331395349,0.2685128997093023,0.16371184593023255,0.15754451308139536,0.1391388081395349,까마귀 우는 밤.jpg
까칠한 그녀 사로잡기,순정,#faf2f2,#3a363f,#dac1d0,#6a6a74,#ab99a7,0.3300526889534884,0.19685683139534885,0.19475563226744186,0.14720566860465117,0.13112917877906977,까칠한 그녀 사로잡기.jpg
껄끄러운 상사와 이웃이 되었습니다,순정,#fefcfb,#edc4b8,#c18d92,#73657b,#3a3853,0.4187736191860465,0.2023237645348837,0.1434656613372093,0.11954124273255815,0.11589571220930232,껄끄러운 상사와 이웃이 되었습니다.jpg
나는 너를 본다,순정,#edd8e0,#4b4965,#2c2249,#aa507f,#bc9ca0,0.27492550872093025,0.25760174418604653,0.25380087209302327,0.12060501453488372,0.09306686046511628,나는 너를 본다.jpg
나를 기억해,순정,#a46072,#673948,#d691a0,#a22b29,#f1cbd6,0.2360029069767442,0.2270339752906977,0.20190588662790698,0.17210574127906977,0.16295148982558139,나를 기억해.jpg
나를 속박해도 괜찮아,순정,#fdfcfd,#422e42,#e2b6bc,#ca8990,#705471,0.32703034156976746,0.21836300872093023,0.2065061773255814,0.12815861191860464,0.11994186046511628,나를 속박해도 괜찮아.jpg
나보고 개과천선하라고!,순정,#f2d6d2,#301520,#875b69,#c89897,#662934,0.23206304505813954,0.20828942587209304,0.2059002543604651,0.18926962209302325,0.16447765261627906,나보고 개과천선하라고!.jpg
나의 바보 황자님!,순정,#eef2eb,#d3cdc8,#b99479,#59473e,#856c5b,0.38743005087209303,0.1763908066860465,0.1492859738372093,0.1485328851744186,0.13836028343023254,나의 바보 황자님!.jpg
낙화연가,순정,#50455d,#908094,#cfb8c3,#825967,#f4eff1,0.2937863372093023,0.20185683139534882,0.17391442587209302,0.1674845566860465,0.1629578488372093,낙화연가.jpg
남다른 대표님의 사정,순정,#ded4bd,#f2f7f0,#c29d6d,#5d372d,#65809c,0.4074500363372093,0.2689344113372093,0.12942223837209302,0.1253561046511628,0.06883720930232558,남다른 대표님의 사정.jpg
남주가 미모를 숨김,순정,#fbf5ea,#e9d4a4,#ef925b,#a09d83,#615d4c,0.47874000726744187,0.20741279069767443,0.12425145348837209,0.10377452761627907,0.08582122093023256,남주가 미모를 숨김.jpg
낮과 밤의 연애,순정,#ccb1ab,#e2cec6,#a58385,#fcf8f4,#473636,0.3780532340116279,0.3740942950581395,0.13698492005813953,0.07467932412790698,0.03618822674418604,낮과 밤의 연애.jpg
낮에 뜨는 별,순정,#f4e2e3,#322e47,#4c5c93,#be99af,#6caee9,0.36221111918604654,0.2797420058139535,0.17046511627906977,0.10363008720930232,0.08395167151162791,낮에 뜨는 별.jpg
내 남자친구는 초능력자,순정,#f3f6f2,#292322,#e5c6b0,#b3e9e9,#776966,0.449609375,0.19821311773255815,0.19526526162790697,0.08969567587209303,0.06721656976744186,내 남자친구는 초능력자.jpg
내 남친이 뱀파이어!,순정,#f1eef2,#545d86,#a5abc6,#bb3434,#1b1d2a,0.34639807412790696,0.20106468023255814,0.1878751816860465,0.17662881540697675,0.08803324854651162,내 남친이 뱀파이어!.jpg
내 남편이 그녀를 숨김,순정,#f3d9ea,#21313c,#f3a5a8,#eb5469,#838687,0.3077561773255814,0.28858829941860464,0.1791079215116279,0.11298055959302325,0.1115670421511628,내 남편이 그녀를 숨김.jpg
내 두번째 남편,순정,#e1dddc,#3a3f61,#c09ca4,#816676,#5a76a5,0.25499454941860467,0.22502361918604652,0.21693313953488372,0.15675054505813954,0.14629814680232558,내 두번째 남편.jpg
내 아이는 톱스타,순정,#f6eee9,#e2c4c3,#6f606c,#a395b3,#443547,0.3409583938953488,0.24166515261627908,0.1534747456395349,0.14516260901162792,0.1187390988372093,내 아이는 톱스타.jpg
내가 널 사랑할 때,순정,#fbf2ee,#e5b2ab,#c57c65,#684643,#361f20,0.45711755087209305,0.26496366279069766,0.12400890261627907,0.08595021802325581,0.06795966569767442,내가 널 사랑할 때.jpg
너는 누군가의 첫사랑이었다,순정,#fbf0f3,#84868b,#d7d0ca,#635c64,#3c2f30,0.41483375726744187,0.17803415697674418,0.15983557412790697,0.12734011627906977,0.1199563953488372,너는 누군가의 첫사랑이었다.jpg
너만 모르는 결혼,순정,#fefaf8,#553f49,#eacbc5,#986561,#d69a9a,0.35333393895348836,0.20068404796511627,0.17113644622093024,0.13951035610465115,0.13533521075581395,너만 모르는 결혼.jpg
너와 사는 오늘,순정,#dbe5fc,#fae5e1,#88696d,#544244,#b0a6ba,0.3229251453488372,0.2228170421511628,0.21390625,0.1430059956395349,0.09734556686046511,너와 사는 오늘.jpg
네가 죽었으면 좋겠어,순정,#fbdcd8,#231521,#653d4a,#9b6675,#daa2a5,0.2667123909883721,0.22466478924418604,0.20745730377906976,0.1588172238372093,0.1423482921511628,네가 죽었으면 좋겠어.jpg
늑대 소년과 선생님,순정,#532740,#fdf2e7,#e8afa6,#946578,#f02677,0.25056595203488374,0.24464117005813954,0.22682412790697676,0.1890924781976744,0.08887627180232559,늑대 소년과 선생님.jpg
단골 사장님의 무차별적 구애[개정판],순정,#fae9e6,#f3b9ab,#190e15,#c3786f,#783534,0.40428506540697673,0.18353470203488373,0.16818677325581396,0.1460873909883721,0.09790606831395349,단골 사장님의 무차별적 구애[개정판].jpg
달콤살벌한 약혼자,순정,#f4e8d2,#362a21,#95765f,#654536,#dcb083,0.29296965843023254,0.21748364825581395,0.1950499636627907,0.18818313953488372,0.10631359011627907,달콤살벌한 약혼자.jpg
달콤하게 살고 싶어,순정,#f5f3e8,#d1d7c4,#8db3a1,#be835f,#5f473f,0.410577761627907,0.2899809229651163,0.11294149709302326,0.1027734375,0.08372638081395349,달콤하게 살고 싶어.jpg
달콤한 목소리로 속삭이지 말아 줘,순정,#fae5db,#ea8b80,#f0bead,#3b3e53,#b1625f,0.5089189680232559,0.1657857921511628,0.12523710029069768,0.10231831395348837,0.09773982558139535,달콤한 목소리로 속삭이지 말아 줘.jpg
당나라에서 궁녀로 살아남기,순정,#f8eceb,#dc4047,#927988,#d6b5a8,#593b46,0.2756549781976744,0.2205904796511628,0.19252361918604652,0.18494912790697673,0.12628179505813952,당나라에서 궁녀로 살아남기.jpg
당신을 안부터 만족시키는 법,순정,#f8f1f3,#786058,#ac7b73,#e0acae,#463d3b,0.4505714026162791,0.1901435319767442,0.14793332122093023,0.12351925872093024,0.08783248546511628,당신을 안부터 만족시키는 법.jpg
당신의 계략에는 넘어가지 않아요!,순정,#fefcfb,#3f404e,#d7d8cd,#110b10,#a09297,0.4829805595930233,0.209835574127907,0.16876907703488372,0.09038880813953488,0.048025981104651165,당신의 계략에는 넘어가지 않아요!.jpg
대공과 후작 사이에 친구가 어디 있어,순정,#faf2ea,#e3c2ac,#9e5a5c,#5b3d3b,#ca847b,0.3322047601744186,0.1889752906976744,0.17489643895348836,0.1524436773255814,0.1514798328488372,대공과 후작 사이에 친구가 어디 있어.jpg
